Pseudo,Title,Review,Rating,Verified Purchase,Date,Score,Compound,Sentiment,New rating,New date,Country
Keith T.,surprised,better expected make sure use tuf utility store not armory crate control lighting keyboard colors satisfied,5.0 out of 5 stars,Yes,"Reviewed in the United States on September 27, 2021","{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.807}",0.807,positive,5.0,2021-09-27,United States
Joshua Jacobs,best budget gaming,really good budget gaming need install another ssd games experience smooth far keyboard mouse feel incredibleanother asus product didn dissappointed excellent,4.0 out of 5 stars,Yes,"Reviewed in the United States on June 19, 2021","{'neg': 0.11, 'neu': 0.84, 'pos': 0.05, 'compound': -0.5399}",-0.5399,negative,4.0,2021-06-19,United States
Aaron K. Schwarz, upgradeable asus not like,nice thousand great buy,4.6 out of 5 stars,Yes,"Reviewed in the United States on May 25, 2021","{'neg': 0.0, 'neu': 0.493, 'pos': 0.507, 'compound': 0.8016}",0.8016,positive,4.6,2021-05-25,United States
Kindle always,muy buen equipo,pros excelente pantalla gran nitidez bonitos colores teclado va cambiando colores fácil utilizares liviano puede colocar disco duro tradicional ssd sin dificultad bonito diseñocontra sólo usb abrirlo tiene hacer cuidado delicado teclado inglés,5.0 out of 5 stars,Yes,"Reviewed in the United States on September 7, 2021","{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.5574}",-0.5574,negative,5.0,2021-07-09,United States
K. Lanigan,high military grade,perfect issue stick key,1.0 out of 5 stars,Yes,"Reviewed in the United States on February 1, 2022","{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.5719}",0.5719,positive,1.0,2022-01-02,United States
kim,calidad excelencia producto asus,producto muy bueno presencia excelente precio aceptable calidad satisfactorio desempeno,5.0 out of 5 stars,Yes,"Reviewed in the United States on August 3, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,5.0,2021-03-08,United States
Lee Jones,far great purchase,perfect steam gaming general great value picture quality battery life ram,5.0 out of 5 stars,Yes,"Reviewed in the United States on December 23, 2021","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.8883}",0.8883,positive,5.0,2021-12-23,United States
Bisk,kids love,nothing,5.0 out of 5 stars,Yes,"Reviewed in the United States on January 25, 2022","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,5.0,2022-01-25,United States
brock,capable gaming,fast reliable use month issues,5.0 out of 5 stars,Yes,"Reviewed in the United States on September 5, 2021","{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",-0.296,negative,5.0,2021-05-09,United States
Gary Brutus,asus fxli inches ram,son like,5.0 out of 5 stars,Yes,"Reviewed in the United States on November 25, 2021","{'neg': 0.0, 'neu': 0.518, 'pos': 0.482, 'compound': 0.4199}",0.4199,positive,5.0,2021-11-25,United States
Matt Krey,excelente,belleza llegó impecable pese largo viaje muy rápida trae vendedor ha detallado simplemente encantó,5.0 out of 5 stars,Yes,"Reviewed in the United States on December 9, 2021","{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.34}",0.34,positive,5.0,2021-09-12,United States
CLAUDIA,great,great money,5.0 out of 5 stars,Yes,"Reviewed in the United States on January 26, 2022","{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,positive,5.0,2022-01-26,United States
Aaron K. Schwarz,battery doesn long love speed graphics,battery doesn long love speed graphics,4.6 out of 5 stars,Yes,"Reviewed in the United States on May 25, 2021","{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.7783}",0.7783,positive,4.6,2021-05-25,United States
Kindle always,great product fantastic price,buy play ark survival evolved picky play devices works perfectly thank seller amazing affordable product,5.0 out of 5 stars,Yes,"Reviewed in the United States on September 7, 2021","{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.9421}",0.9421,positive,5.0,2021-07-09,United States
Kyle,together product,durable works,1.0 out of 5 stars,Yes,"Reviewed in the United States on September 11, 2021","{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.2732}",0.2732,positive,1.0,2021-11-09,United States
Matt V,nice,media not loaded,5.0 out of 5 stars,Yes,"Reviewed in the United States on February 7, 2022","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,5.0,2022-07-02,United States
Joshua Setliff,love,received box come ac adapter cable sata adapter didn come stickers see unboxing videos need please support,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 13, 2021","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.7579}",0.7579,positive,5.0,2021-07-13,United States
Damian Galvan,smooth operation,advertised runs like flash executes games program fast smoothly,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 22, 2021","{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.3612}",0.3612,positive,5.0,2021-07-22,United States
Diego,great product,value money,5.0 out of 5 stars,Yes,"Reviewed in the United States on June 22, 2021","{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}",0.34,positive,5.0,2021-06-22,United States
traveller,super happy,received day early,5.0 out of 5 stars,Yes,"Reviewed in the United States on July 28, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,5.0,2021-07-28,United States
Amazon Customer,gusto,rapida graficos excelentes fluidez pero ventilador modo turbo ruidoso bateria dura poco juego aprox hr uso normal hrs,5.0 out of 5 stars,Yes,"Reviewed in the United States on October 13, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral,5.0,2021-10-13,United States
Robert Will,great,fast easy use,5.0 out of 5 stars,Yes,"Reviewed in the United States on December 24, 2021","{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4926}",0.4926,positive,5.0,2021-12-24,United States
Brandon Watkins,unacceptable quality great feature paper,nice lightweight keyboard right heaviness display sharpi giving star week failed catastrophically requires factory repair factory repair tech estimate take weeks not longer tech believe motherboard failure day age laptops much better quality amount good feature make poor qualitythere many choices similar price not recommend terrible experience,4.4 out of 5 stars,Yes,"Reviewed in the United States on February 19, 2021","{'neg': 0.16, 'neu': 0.742, 'pos': 0.098, 'compound': -0.7867}",-0.7867,negative,4.4,2021-02-19,United States
GenerationWHY,good finicky drivers,good specs price dell xps similar specs costs dollars moredecent build quality aluminum chassis pretty sleek lightweighttouchpad keyboard screen good nothing special not bad eitherbattery life excellentmy complaint fans super loud box use fn f shortcut fan profile silent mode machine quiet fans almost never come onedit randomly bluescreens referencing intel driver find use intel graphics driver versions acer website use intel graphics driver case newer version pushed windows update experience frequent bluescreens rolled driver back windows update version stock acer driver random bluescreens go awayedit intel drivers offered windows update newer version longer seem brokenedit still not driver stability issues since edit also updated machine windows zero issues,4.0 out of 5 stars,Yes,"Reviewed in the United States on December 14, 2020","{'neg': 0.034, 'neu': 0.879, 'pos': 0.087, 'compound': 0.903}",0.903,positive,4.0,2020-12-14,United States
GenerationWHY,verdict still,quite impressed specs price point tb version drive minutes first start blue screen error proceeded call acer updates software available think update helped little blue screen errors since use less weeks not happening reviewer stated send back major failure cause supposedly motherboard issue im afraid problem im monitor situation read new reviews see major issue,1.0 out of 5 stars,Yes,"Reviewed in the United States on December 14, 2020","{'neg': 0.102, 'neu': 0.883, 'pos': 0.015, 'compound': -0.9151}",-0.9151,negative,1.0,2020-12-14,United States
Brandon Watkins,really want like,really want like great feature tb wifi good display moderate battery life compare competition past quality control issues days far speakers crackly failed work times battery refused accept charge resulting battery reset device abnormally hot point fear longevity deviceoverall suggest people stay away acer do quality control frustrating see fail badly encourage people take money elsewhereedit died week months old,1.0 out of 5 stars,Yes,"Reviewed in the United States on February 19, 2021","{'neg': 0.143, 'neu': 0.755, 'pos': 0.102, 'compound': -0.7938}",-0.7938,negative,1.0,2021-02-19,United States
Big Dave,sounds like landscaper trying escape,disappointed write review disappointed return positive side machine beautiful light performance fantastic negative side build quality less expect price range compare market unacceptable side fan extremely loud minimal load hear fan surprising machine ram cpu usage fan ramps sounds like landscaper trying escape atrocious happens time open video call workload video calls making machine unusable man super bummed machine,4.0 out of 5 stars,Yes,"Reviewed in the United States on January 10, 2021","{'neg': 0.08, 'neu': 0.749, 'pos': 0.171, 'compound': 0.9231}",0.9231,positive,4.0,2021-10-01,United States
Nathan Walker,great,acer swift intel evo thin light hd ips intel core g intel iris xe graphics lpddrx ssd wi fi fingerprint reader back lit kb sf concerned reviews read similar model model fabulous bright crisp display nice keyboard lit larger spaced keys responsive processor battery great acer tablets acer laptops happier acer brand dell hp etc really hated hp,1.0 out of 5 stars,Yes,"Reviewed in the United States on March 26, 2021","{'neg': 0.039, 'neu': 0.776, 'pos': 0.185, 'compound': 0.9403}",0.9403,positive,1.0,2021-03-26,United States
Cody Sisson,great long battery runs linux,buy intention run zorin os never booting windows far great screen nice keyboard decent touch pad works never hear fans external gpu work battery great main reason purchased laptopin case anyone interested also installing zorin camera login isn working trying workaround webcam works hello windows alternative not report back time think driver issue finger print driver also not work claims users able working not successful not really interested options nice finger print device work graphics xe driver doesn seem work guessing time changeoverall super impressed happy purchase speak windows never let boot wiping box due systems specifications bloat windows likely causes resource issues imagine causes bad reviews system outside hardware issues hot tip avoid manufacturer warranties complain amazon new shippedi buy another family member installed zorin week say favorite take,1.0 out of 5 stars,Yes,"Reviewed in the United States on March 24, 2021","{'neg': 0.048, 'neu': 0.812, 'pos': 0.14, 'compound': 0.9803}",0.9803,positive,1.0,2021-03-24,United States
DoggieMama,love,never thot like newer smaller laptops love acer swift actually powerful back lit keyboard fantastic boots seconds super light weight fast around advertised looks feel great,2.0 out of 5 stars,Yes,"Reviewed in the United States on January 29, 2022","{'neg': 0.0, 'neu': 0.605, 'pos': 0.395, 'compound': 0.9862}",0.9862,positive,2.0,2022-01-29,United States
